owner,name,full_name,html_url,language,stars,forks,open_issues,size_kb,has_wiki,has_pages,has_readme,has_docker,has_cicd,has_tests,repo_age_days,days_since_last_update,quality_label,quality_score,improvement_suggestions
electron-userland,electron-builder,electron-userland/electron-builder,https://github.com/electron-userland/electron-builder,TypeScript,14624,1861,61,183596,0,1,1,0,1,1,4081,0,Production Ready,92,Add Docker support
pioug,atlassian-frontend-mirror,pioug/atlassian-frontend-mirror,https://github.com/pioug/atlassian-frontend-mirror,TypeScript,30,14,0,589874,1,0,1,0,1,0,2024,0,Beginner,44,"Add unit/integration tests, Add Docker support"
getagentseal,codeburn,getagentseal/codeburn,https://github.com/getagentseal/codeburn,TypeScript,8872,691,25,18705,1,0,1,0,1,1,100,0,Production Ready,88,Add Docker support
Dayotter,dayotter,Dayotter/dayotter,https://github.com/Dayotter/dayotter,TypeScript,22,4,48,14055,0,0,1,1,0,0,13,0,Beginner,34,"Add unit/integration tests, Set up CI/CD workflows"
alp82,aistack,alp82/aistack,https://github.com/alp82/aistack,TypeScript,33,4,5,14831,1,0,1,1,1,1,199,0,Intermediate,65,Great job! Keep it up.
retrozinndev,colorshell,retrozinndev/colorshell,https://github.com/retrozinndev/colorshell,TypeScript,269,14,12,448160,1,0,1,0,0,0,752,0,Beginner,34,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
getsentry,sentry-react-native,getsentry/sentry-react-native,https://github.com/getsentry/sentry-react-native,TypeScript,1810,361,136,95640,0,0,1,0,1,0,3522,0,Production Ready,66,"Add unit/integration tests, Add Docker support"
nl-design-system,rijkshuisstijl-community,nl-design-system/rijkshuisstijl-community,https://github.com/nl-design-system/rijkshuisstijl-community,TypeScript,27,9,322,109424,1,1,1,0,1,0,1234,0,Beginner,42,"Add unit/integration tests, Add Docker support"
dTrippers,mollulog,dTrippers/mollulog,https://github.com/dTrippers/mollulog,TypeScript,13,3,1,5666,0,0,1,0,0,1,1037,0,Beginner,37,"Set up CI/CD workflows, Add Docker support"
wibus-wee,cradle-app,wibus-wee/cradle-app,https://github.com/wibus-wee/cradle-app,TypeScript,45,7,6,28870,0,1,1,0,1,1,55,0,Intermediate,57,Add Docker support
Cloudgeni-ai,opengeni,Cloudgeni-ai/opengeni,https://github.com/Cloudgeni-ai/opengeni,TypeScript,34,4,68,27047,1,0,1,1,1,1,98,0,Intermediate,65,Great job! Keep it up.
firatcand,forge,firatcand/forge,https://github.com/firatcand/forge,TypeScript,13,1,12,7785,1,0,1,0,1,1,77,0,Intermediate,49,Add Docker support
ava-labs,core-mobile,ava-labs/core-mobile,https://github.com/ava-labs/core-mobile,TypeScript,24,13,14,129936,0,0,1,0,1,0,1891,0,Beginner,43,"Add unit/integration tests, Add Docker support"
Subway-Builder-Modded,registry,Subway-Builder-Modded/registry,https://github.com/Subway-Builder-Modded/registry,TypeScript,14,2,21,783222,0,0,1,0,1,0,148,0,Beginner,36,"Add unit/integration tests, Add Docker support"
processone,fluux-messenger,processone/fluux-messenger,https://github.com/processone/fluux-messenger,TypeScript,379,21,91,184003,0,1,1,0,1,0,178,0,Beginner,52,"Add unit/integration tests, Add Docker support"
zowe,zowe-explorer-vscode,zowe/zowe-explorer-vscode,https://github.com/zowe/zowe-explorer-vscode,TypeScript,189,121,296,196937,1,0,1,0,1,1,2859,0,Production Ready,71,Add Docker support
Szotasz,marveen,Szotasz/marveen,https://github.com/Szotasz/marveen,TypeScript,81,77,29,24225,0,0,1,0,0,1,106,0,Beginner,52,"Set up CI/CD workflows, Add Docker support"
reloop-labs,reloop,reloop-labs/reloop,https://github.com/reloop-labs/reloop,TypeScript,13,1,0,67805,0,0,1,0,1,0,364,0,Beginner,34,"Add unit/integration tests, Add Docker support"
seamapi,seam-cli,seamapi/seam-cli,https://github.com/seamapi/seam-cli,TypeScript,87,2,9,1029,1,0,1,0,1,0,955,0,Beginner,41,"Add unit/integration tests, Add Docker support"
langgenius,dify,langgenius/dify,https://github.com/langgenius/dify,TypeScript,149956,23627,974,447637,0,0,1,0,1,0,1198,0,Production Ready,93,"Add unit/integration tests, Add Docker support"
MacRimi,ProxMenux,MacRimi/ProxMenux,https://github.com/MacRimi/ProxMenux,TypeScript,2816,149,32,1416996,0,1,1,0,1,0,579,0,Production Ready,64,"Add unit/integration tests, Add Docker support"
bufbuild,cel-es,bufbuild/cel-es,https://github.com/bufbuild/cel-es,TypeScript,32,5,9,4096,0,0,1,0,1,0,1125,0,Beginner,40,"Add unit/integration tests, Add Docker support"
cloudflare,workers-sdk,cloudflare/workers-sdk,https://github.com/cloudflare/workers-sdk,TypeScript,4359,1366,427,140037,0,0,1,0,1,0,1716,0,Production Ready,73,"Add unit/integration tests, Add Docker support"
kubestellar,docs,kubestellar/docs,https://github.com/kubestellar/docs,TypeScript,26,93,2,215228,1,1,1,1,1,1,379,0,Intermediate,75,Great job! Keep it up.
abaplint,abaplint,abaplint/abaplint,https://github.com/abaplint/abaplint,TypeScript,294,94,433,96626,0,0,1,0,1,0,3867,0,Production Ready,56,"Add unit/integration tests, Add Docker support"
pyth-network,pyth-crosschain,pyth-network/pyth-crosschain,https://github.com/pyth-network/pyth-crosschain,TypeScript,243,343,155,495176,0,0,1,0,1,0,1718,0,Production Ready,60,"Add unit/integration tests, Add Docker support"
Viren070,AIOStreams,Viren070/AIOStreams,https://github.com/Viren070/AIOStreams,TypeScript,2374,792,106,13106,1,1,1,1,1,0,577,0,Production Ready,79,Add unit/integration tests
wiredoor,wiredoor,wiredoor/wiredoor,https://github.com/wiredoor/wiredoor,TypeScript,1618,76,6,2588,1,0,1,0,1,1,480,0,Intermediate,75,Add Docker support
robertpiosik,CodeWebChat,robertpiosik/CodeWebChat,https://github.com/robertpiosik/CodeWebChat,TypeScript,1384,125,2,58105,0,1,1,0,1,1,609,0,Intermediate,76,Add Docker support
Legal-and-General,canopy,Legal-and-General/canopy,https://github.com/Legal-and-General/canopy,TypeScript,23,46,40,253166,1,1,1,0,1,1,2145,0,Intermediate,62,Add Docker support
ominiverdi,opencode-chat-bridge,ominiverdi/opencode-chat-bridge,https://github.com/ominiverdi/opencode-chat-bridge,TypeScript,89,14,3,950,1,0,1,1,1,1,187,0,Intermediate,71,Great job! Keep it up.
Nutlope,togetherlink,Nutlope/togetherlink,https://github.com/Nutlope/togetherlink,TypeScript,40,5,0,3727,0,0,1,0,1,0,30,0,Beginner,41,"Add unit/integration tests, Add Docker support"
electric-sql,electric,electric-sql/electric,https://github.com/electric-sql/electric,TypeScript,10280,350,256,281118,0,0,1,0,1,0,1513,0,Production Ready,71,"Add unit/integration tests, Add Docker support"
sanity-io,pkg-utils,sanity-io/pkg-utils,https://github.com/sanity-io/pkg-utils,TypeScript,28,6,25,16719,0,0,1,0,1,1,1427,0,Intermediate,56,Add Docker support
PostHog,code,PostHog/code,https://github.com/PostHog/code,TypeScript,169,61,257,212431,0,0,1,0,1,0,300,0,Production Ready,53,"Add unit/integration tests, Add Docker support"
ag-grid,ag-grid,ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,TypeScript,15490,2083,142,3335044,1,1,1,0,1,1,4229,0,Production Ready,93,Add Docker support
terraforming-mars,terraforming-mars,terraforming-mars/terraforming-mars,https://github.com/terraforming-mars/terraforming-mars,TypeScript,932,442,83,85015,1,0,1,1,1,1,3062,0,Production Ready,90,Great job! Keep it up.
Ryderwe,Sollin-Music-Desktop,Ryderwe/Sollin-Music-Desktop,https://github.com/Ryderwe/Sollin-Music-Desktop,TypeScript,217,22,6,16041,1,0,1,0,1,0,45,0,Beginner,50,"Add unit/integration tests, Add Docker support"
JustinBeckwith,retry-axios,JustinBeckwith/retry-axios,https://github.com/JustinBeckwith/retry-axios,TypeScript,508,65,0,1393,0,0,1,0,1,1,3096,0,Intermediate,71,Add Docker support
org2AI,ORG2,org2AI/ORG2,https://github.com/org2AI/ORG2,TypeScript,2172,119,55,87862,1,0,1,0,1,1,52,0,Intermediate,77,Add Docker support
leonitousconforti,the-moby-effect,leonitousconforti/the-moby-effect,https://github.com/leonitousconforti/the-moby-effect,TypeScript,27,6,5,30741,0,1,1,0,1,1,969,0,Intermediate,56,Add Docker support
OrigamiDream,homebridge-daelim-smarthome,OrigamiDream/homebridge-daelim-smarthome,https://github.com/OrigamiDream/homebridge-daelim-smarthome,TypeScript,22,11,2,1440,1,0,1,1,1,0,2000,0,Intermediate,52,Add unit/integration tests
Evenss,metro-typing,Evenss/metro-typing,https://github.com/Evenss/metro-typing,TypeScript,13,1,0,3685,1,1,1,0,1,1,7,0,Intermediate,49,Add Docker support
Lelu-ai,lelu,Lelu-ai/lelu,https://github.com/Lelu-ai/lelu,TypeScript,46,8,16,42319,1,0,1,1,1,1,139,0,Intermediate,68,Great job! Keep it up.
jiaoyingxing,easy-sync,jiaoyingxing/easy-sync,https://github.com/jiaoyingxing/easy-sync,TypeScript,16,0,2,667,1,0,1,0,0,1,8,0,Beginner,32,"Set up CI/CD workflows, Add Docker support"
Kha-kis,arr-dashboard,Kha-kis/arr-dashboard,https://github.com/Kha-kis/arr-dashboard,TypeScript,158,10,5,115241,1,0,1,1,1,0,309,0,Intermediate,57,Add unit/integration tests
DefiLlama,defillama-sdk,DefiLlama/defillama-sdk,https://github.com/DefiLlama/defillama-sdk,TypeScript,74,167,6,1954,1,0,1,0,0,1,1953,0,Beginner,55,"Set up CI/CD workflows, Add Docker support"
googleapis,google-cloud-node,googleapis/google-cloud-node,https://github.com/googleapis/google-cloud-node,TypeScript,3193,696,639,1780203,0,1,1,0,1,0,4461,0,Production Ready,70,"Add unit/integration tests, Add Docker support"
MetaMask,metamask-storybook,MetaMask/metamask-storybook,https://github.com/MetaMask/metamask-storybook,TypeScript,37,36,0,42750,0,1,0,0,0,0,2368,0,Beginner,22,"Add a README file, Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
CodyTseng,jumble,CodyTseng/jumble,https://github.com/CodyTseng/jumble,TypeScript,206,89,260,21807,1,0,1,1,1,1,636,0,Intermediate,80,Great job! Keep it up.
nextlyhq,nextly,nextlyhq/nextly,https://github.com/nextlyhq/nextly,TypeScript,42,4,9,11921,0,0,1,1,1,0,75,0,Intermediate,50,Add unit/integration tests
shedaniel,tomomai,shedaniel/tomomai,https://github.com/shedaniel/tomomai,TypeScript,16,2,11,322754,1,0,1,0,1,0,367,0,Beginner,36,"Add unit/integration tests, Add Docker support"
factorialco,f0,factorialco/f0,https://github.com/factorialco/f0,TypeScript,26,5,128,579774,0,1,1,0,1,0,854,0,Beginner,40,"Add unit/integration tests, Add Docker support"
teikei,teikei,teikei/teikei,https://github.com/teikei/teikei,TypeScript,67,13,4,50372,1,0,1,0,1,0,4452,0,Beginner,45,"Add unit/integration tests, Add Docker support"
1146345502,aural-oss,1146345502/aural-oss,https://github.com/1146345502/aural-oss,TypeScript,176,58,6,6638,0,0,1,0,1,1,129,0,Intermediate,68,Add Docker support
lxw15337674,galaxy-spider,lxw15337674/galaxy-spider,https://github.com/lxw15337674/galaxy-spider,TypeScript,17,0,0,727,1,0,1,0,1,1,560,0,Intermediate,47,Add Docker support
PetePeter,gamepad-cli-hub,PetePeter/gamepad-cli-hub,https://github.com/PetePeter/gamepad-cli-hub,TypeScript,24,3,0,16603,0,0,1,0,0,1,125,0,Beginner,38,"Set up CI/CD workflows, Add Docker support"
onmax,nuxt-skills,onmax/nuxt-skills,https://github.com/onmax/nuxt-skills,TypeScript,690,34,3,1470,1,0,1,0,1,0,224,0,Beginner,55,"Add unit/integration tests, Add Docker support"
oasm-platform,open-asm,oasm-platform/open-asm,https://github.com/oasm-platform/open-asm,TypeScript,143,26,24,468430,1,0,1,1,1,0,402,0,Intermediate,60,Add unit/integration tests
Embassy-of-the-Free-Mind,sourcelibrary-v2,Embassy-of-the-Free-Mind/sourcelibrary-v2,https://github.com/Embassy-of-the-Free-Mind/sourcelibrary-v2,TypeScript,13,2,180,200698,1,0,1,0,1,1,217,0,Intermediate,51,Add Docker support
microsoft,fluentui,microsoft/fluentui,https://github.com/microsoft/fluentui,TypeScript,20165,2901,765,844762,1,1,1,0,1,1,3699,0,Production Ready,95,Add Docker support
CaoMeiYouRen,momei,CaoMeiYouRen/momei,https://github.com/CaoMeiYouRen/momei,TypeScript,11,0,2,22798,1,1,1,1,1,1,224,0,Intermediate,56,Great job! Keep it up.
headlamp-k8s,plugins,headlamp-k8s/plugins,https://github.com/headlamp-k8s/plugins,TypeScript,187,152,219,17739,0,0,1,1,1,0,1190,0,Production Ready,67,Add unit/integration tests
LunaryBot,Lunary,LunaryBot/Lunary,https://github.com/LunaryBot/Lunary,TypeScript,17,4,0,2101,1,0,0,1,0,0,1819,0,Beginner,23,"Add a README file, Add unit/integration tests, Set up CI/CD workflows"
nestjs,swagger,nestjs/swagger,https://github.com/nestjs/swagger,TypeScript,1885,550,18,16343,1,0,1,0,1,1,3217,0,Production Ready,83,Add Docker support
koobiq,angular-components,koobiq/angular-components,https://github.com/koobiq/angular-components,TypeScript,41,4,9,92988,0,0,1,0,1,1,816,0,Intermediate,55,Add Docker support
coders51,rabbitmq-stream-js-client,coders51/rabbitmq-stream-js-client,https://github.com/coders51/rabbitmq-stream-js-client,TypeScript,52,12,0,605,1,0,1,1,1,1,1511,0,Intermediate,69,Great job! Keep it up.
codewiththiha,OpenSlides,codewiththiha/OpenSlides,https://github.com/codewiththiha/OpenSlides,TypeScript,73,6,2,2721,0,0,1,0,1,1,6,0,Intermediate,58,Add Docker support
jolliai,jolliai,jolliai/jolliai,https://github.com/jolliai/jolliai,TypeScript,118,9,5,14486,0,0,1,0,1,0,100,0,Beginner,46,"Add unit/integration tests, Add Docker support"
logtown,logtown,logtown/logtown,https://github.com/logtown/logtown,TypeScript,33,2,0,1390,0,0,1,0,1,0,3547,0,Beginner,38,"Add unit/integration tests, Add Docker support"
slackapi,bolt-js,slackapi/bolt-js,https://github.com/slackapi/bolt-js,TypeScript,2931,439,74,14731,1,1,1,0,1,1,3656,0,Production Ready,83,Add Docker support
common-voice,common-voice,common-voice/common-voice,https://github.com/common-voice/common-voice,TypeScript,3474,871,222,1978732,0,0,1,1,1,0,3365,0,Production Ready,81,Add unit/integration tests
launchdarkly,js-core,launchdarkly/js-core,https://github.com/launchdarkly/js-core,TypeScript,28,37,19,98155,0,1,1,0,1,1,1539,0,Intermediate,62,Add Docker support
daintreehq,daintree,daintreehq/daintree,https://github.com/daintreehq/daintree,TypeScript,48,6,27,129466,1,0,1,0,1,1,237,0,Intermediate,57,Add Docker support
abhigyanpatwari,GitNexus,abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,TypeScript,44560,4943,262,49741,1,0,1,1,1,0,354,0,Production Ready,94,Add unit/integration tests
openchamber,openchamber,openchamber/openchamber,https://github.com/openchamber/openchamber,TypeScript,6799,742,858,73079,0,0,1,1,1,0,315,0,Production Ready,82,Add unit/integration tests
agentic-research,cloister,agentic-research/cloister,https://github.com/agentic-research/cloister,TypeScript,13,1,0,5662,0,0,1,0,1,1,86,0,Intermediate,49,Add Docker support
vinpatel,aeorank,vinpatel/aeorank,https://github.com/vinpatel/aeorank,TypeScript,11,2,7,3890,1,1,1,0,1,0,130,0,Beginner,35,"Add unit/integration tests, Add Docker support"
freelensapp,freelens,freelensapp/freelens,https://github.com/freelensapp/freelens,TypeScript,5315,302,191,34714,1,0,1,0,1,1,764,0,Production Ready,83,Add Docker support
Peiiii,nextclaw,Peiiii/nextclaw,https://github.com/Peiiii/nextclaw,TypeScript,242,36,4,2520341,1,1,1,0,1,1,162,0,Intermediate,67,Add Docker support
studiometa,ui,studiometa/ui,https://github.com/studiometa/ui,TypeScript,12,1,20,10930,1,0,1,0,1,1,1760,0,Intermediate,49,Add Docker support
mohamadfg-dev,telegram-v2ray-configs-collector,mohamadfg-dev/telegram-v2ray-configs-collector,https://github.com/mohamadfg-dev/telegram-v2ray-configs-collector,TypeScript,88,8,0,53871,0,0,1,0,1,0,375,0,Beginner,45,"Add unit/integration tests, Add Docker support"
dust-tt,dust,dust-tt/dust,https://github.com/dust-tt/dust,TypeScript,1426,313,269,1039915,1,0,1,1,1,0,1434,0,Production Ready,75,Add unit/integration tests
dfinity,nns-dapp,dfinity/nns-dapp,https://github.com/dfinity/nns-dapp,TypeScript,140,55,17,199044,1,0,1,1,1,0,1959,0,Intermediate,62,Add unit/integration tests
ovh,ovhcloud-docs,ovh/ovhcloud-docs,https://github.com/ovh/ovhcloud-docs,TypeScript,11,6,18,344585,0,0,1,0,0,0,65,0,Beginner,23,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
lumirlumir,npm-eslint-markdown,lumirlumir/npm-eslint-markdown,https://github.com/lumirlumir/npm-eslint-markdown,TypeScript,63,4,9,2539,0,0,1,0,1,1,498,0,Intermediate,57,Add Docker support
tigrisdata,storage,tigrisdata/storage,https://github.com/tigrisdata/storage,TypeScript,20,1,1,3136,1,0,1,0,1,0,359,0,Beginner,35,"Add unit/integration tests, Add Docker support"
grafana,grafana-llm-app,grafana/grafana-llm-app,https://github.com/grafana/grafana-llm-app,TypeScript,133,17,51,10654,1,0,1,0,1,0,1143,0,Beginner,48,"Add unit/integration tests, Add Docker support"
arnobt78,Hotel-Booking-Management-System--React-MERN-FullStack,arnobt78/Hotel-Booking-Management-System--React-MERN-FullStack,https://github.com/arnobt78/Hotel-Booking-Management-System--React-MERN-FullStack,TypeScript,32,32,0,22189,1,0,1,0,0,0,344,0,Beginner,31,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
supabase,supabase,supabase/supabase,https://github.com/supabase/supabase,TypeScript,106838,13226,1131,2415520,0,1,1,0,1,0,2476,0,Production Ready,90,"Add unit/integration tests, Add Docker support"
tscircuit,schematic-trace-solver,tscircuit/schematic-trace-solver,https://github.com/tscircuit/schematic-trace-solver,TypeScript,12,308,349,2018,1,0,1,0,1,1,333,0,Intermediate,67,Add Docker support
max-troost-io,use-websockets,max-troost-io/use-websockets,https://github.com/max-troost-io/use-websockets,TypeScript,11,1,0,610,1,0,1,0,1,0,132,0,Beginner,34,"Add unit/integration tests, Add Docker support"
doitintl,doit-mcp-server,doitintl/doit-mcp-server,https://github.com/doitintl/doit-mcp-server,TypeScript,13,3,32,4448,1,0,1,1,1,1,472,2,Intermediate,62,Great job! Keep it up.
nuxt,module-builder,nuxt/module-builder,https://github.com/nuxt/module-builder,TypeScript,276,36,30,4998,0,0,1,0,1,1,1693,0,Intermediate,68,Add Docker support
elumine-dev,kotlin-jump,elumine-dev/kotlin-jump,https://github.com/elumine-dev/kotlin-jump,TypeScript,11,0,1,775204,0,0,1,0,1,1,117,0,Intermediate,46,Add Docker support
vercel-labs,react-view-transitions-demo,vercel-labs/react-view-transitions-demo,https://github.com/vercel-labs/react-view-transitions-demo,TypeScript,28,6,0,1459,1,0,1,0,0,0,114,0,Beginner,26,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
massCodeIO,massCode,massCodeIO/massCode,https://github.com/massCodeIO/massCode,TypeScript,6923,260,5,11322,1,0,1,0,1,1,1577,0,Production Ready,83,Add Docker support
fuma-nama,fumapress,fuma-nama/fumapress,https://github.com/fuma-nama/fumapress,TypeScript,89,4,2,7917,0,0,1,0,1,1,73,0,Intermediate,57,Add Docker support
siemens,ix-starter,siemens/ix-starter,https://github.com/siemens/ix-starter,TypeScript,22,16,13,9243,0,1,1,0,1,1,1014,0,Intermediate,58,Add Docker support
brychanrobot,jj-view,brychanrobot/jj-view,https://github.com/brychanrobot/jj-view,TypeScript,41,13,30,11226,1,0,1,0,1,1,177,0,Intermediate,59,Add Docker support
oaknational,Oak-Web-Application,oaknational/Oak-Web-Application,https://github.com/oaknational/Oak-Web-Application,TypeScript,27,5,350,177050,0,0,1,0,1,1,1610,0,Intermediate,55,Add Docker support
MapleTechLabs,maple,MapleTechLabs/maple,https://github.com/MapleTechLabs/maple,TypeScript,1576,101,13,48645,1,0,1,1,1,0,157,0,Intermediate,71,Add unit/integration tests
PostHog,posthog-js,PostHog/posthog-js,https://github.com/PostHog/posthog-js,TypeScript,572,307,179,81233,0,0,1,0,1,0,2357,0,Production Ready,62,"Add unit/integration tests, Add Docker support"
